"","SamplerNo","Location.x","SamplerType","ExtractionGroup","qPCR_Plate","JDay","Date","SampleID","SsCtMean","SsCtSD","SsMean","logSsMean","Censored","SsSD","SsScaled","SsClean","logSsClean","VolumeSampled","sporesPCM","logSPCM","TtCt","TtSD","Water.","logSsMean_t1","Location.y","Year","MeanWetness","DiffMeanWet","MeanWet_1d","MaxWetness","DiffMaxWet","MaxWet_1d","MinWetness","DiffMinWet","MinWet_1d","MeanTemp","DiffMeanT","MeanT_1d","MaxTemp","DiffMaxT","MaxT_1d","MinTemp","DiffMinT","MinT_1d","MeanRH","DiffMeanRH","MeanRH_1d","MaxRH","DiffMaxRH","MaxRH_1d","MinRH","DiffMinRH","MinRH_1d","DiffRH_0d","DiffRH_1d","DiffRH_2d","MaxDiffRH_2h","MaxDiffRH_3h","MeanVPD","DiffMeanVPD","MeanVPD_1d","MaxVPD","DiffMaxVPD","MaxVPD_1d","MinVPD","DiffMinVPD","TotalPrecip","Precip_1d","RainYN","MaxRain","MinRain","MeanWC","DiffMeanWC","MeanWC_1d","MaxWC","DiffMaxWC","MaxWC_1d","MinWC","DiffMinWC","MinWC_1d","MeanDP","DiffMeanDP","MeanDP_1d","MaxDP","DiffMaxDP","MaxDP_1d","MinDP","DiffMinDP","MinDP_1d","MeanSoilTemp","DiffMeanSoilT","MeanSoilT_1d","MaxSoilTemp","DiffMaxSoilT","MaxSoilT_1d","MinSoilTemp","DiffMinSoilT","MinSoilT_1d"
"260","12","1906","Burkard",NA,"Plate 22",212,2019-07-31,"T12-212",131,0.19,363.22,2.56136379,FALSE,46.9,NA,363.22,2.56,24,15.13,1.21,25.79,0.02,"No",3.020419295,"1906",2019,1.08333,1.07917,0.00417,14.9,14.8,0.1,0,0,0,20.16667,0.2625,19.90417,29.2,-0.3,29.5,10.8,1.9,8.9,73.02083,6.98333,66.0375,90.3,-1.7,92,43.5,6.9,36.6,46.8,55.4,51.4,11.9,15.4,5.65271,-1.75105,7.40376,16.32273,-1.67847,18.0012,0.96994,0.14798,24,0,1,21.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.75417,2.20417,12.55,19.9,1.1,18.8,9.1,1.9,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","12","1906","Burkard",NA,"Plate 22",213,2019-08-01,"T12-213",24,0.08,1910.48,3.281369758,FALSE,99.13,NA,1910.48,3.28,24,79.6,1.91,24.58,0.01,"No",2.56136379,"1906",2019,0,-1.08333,1.08333,0,-14.9,14.9,0,0,0,21.34167,1.175,20.16667,32.6,3.4,29.2,11.5,0.7,10.8,70.025,-2.99583,73.02083,87.7,-2.6,90.3,49.2,5.7,43.5,38.5,46.8,55.4,11.4,15.1,6.863,1.2103,5.65271,18.14524,1.82251,16.32273,1.17734,0.20741,0,24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.30417,0.55,14.75417,22.3,2.4,19.9,9.5,0.4,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","12","1906","Burkard",NA,"Plate 22",214,2019-08-02,"T12-214",21,0.11,2120.38,3.32661847,FALSE,156.44,NA,2120.38,3.33,24,88.35,1.95,24.89,0.11,"No",3.281369758,"1906",2019,0,0,0,0,0,0,0,0,0,21.79583,0.45417,21.34167,31.8,-0.8,32.6,11.4,-0.1,11.5,64.2375,-5.7875,70.025,84.4,-3.3,87.7,42.1,-7.1,49.2,42.3,38.5,46.8,14.5,20.8,8.51536,1.65235,6.863,18.17898,0.03373,18.14524,1.48393,0.30658,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.07917,-1.225,15.30417,19.2,-3.1,22.3,8.9,-0.6,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","12","1906","Burkard",NA,"Plate 22",215,2019-08-03,"T12-215",59,0.12,846.99,2.928390731,FALSE,66.11,NA,846.99,2.93,24,35.29,1.56,25.13,0.04,"No",3.32661847,"1906",2019,0,0,0,0,0,0,0,0,0,21.02917,-0.76667,21.79583,28.3,-3.5,31.8,12.9,1.5,11.4,57.77917,-6.45833,64.2375,79.4,-5,84.4,33.4,-8.7,42.1,46,42.3,38.5,29.1,29.1,8.24654,-0.26882,8.51536,16.83612,-1.34285,18.17898,2.56273,1.07881,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8625,-2.21667,14.07917,19,-0.2,19.2,8.3,-0.6,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","12","1906","Burkard",NA,"Plate 22",216,2019-08-04,"T12-216",125,0.02,379.93,2.580845177,FALSE,4.83,NA,379.93,2.58,24,15.83,1.23,24.84,0.03,"No",2.928390731,"1906",2019,0.0625,0.0625,0,1.5,1.5,0,0,0,0,18.99167,-2.0375,21.02917,27.9,-0.4,28.3,11.1,-1.8,12.9,64.2375,6.45833,57.77917,88.1,8.7,79.4,42.3,8.9,33.4,45.8,46,42.3,21.6,27.2,6.92996,-1.31658,8.24654,14.89815,-1.93797,16.83612,1.11097,-1.45176,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4125,-0.45,11.8625,14.9,-4.1,19,8.7,0.4,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","12","1906","Burkard",NA,"Plate 22",217,2019-08-05,"T12-217",98,0.06,497.78,2.697909031,FALSE,20.53,NA,497.78,2.7,24,20.74,1.34,24.99,0.06,"No",2.580845177,"1906",2019,0.67083,0.60833,0.0625,3.6,2.1,1.5,0,0,0,19.5625,0.57083,18.99167,31,3.1,27.9,8.3,-2.8,11.1,63.50417,-0.73333,64.2375,88.7,0.6,88.1,37,-5.3,42.3,51.7,45.8,46,17.9,25.1,8.1913,1.26134,6.92996,19.75029,4.85213,14.89815,0.99733,-0.11364,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.52083,0.10833,11.4125,16,1.1,14.9,6.1,-2.6,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","12","1906","Burkard",NA,"Plate 20",218,2019-08-06,"T12-218",5,0.05,4508.06,3.654086014,FALSE,140.88,NA,4508.06,3.65,24,187.84,2.28,40,0,"Yes",2.697909031,"1906",2019,2.60833,1.9375,0.67083,14.5,10.9,3.6,0,0,0,18.92917,-0.63333,19.5625,27.5,-3.5,31,11.4,3.1,8.3,72.50417,9,63.50417,92,3.3,88.7,51.8,14.8,37,40.2,51.7,45.8,19.9,38.7,5.14885,-3.04244,8.1913,10.86034,-8.88995,19.75029,0.9063,-0.09104,25,0,1,24.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.52917,2.00833,11.52083,18.6,2.6,16,8.7,2.6,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","12","1906","Burkard",NA,"Plate 20",219,2019-08-07,"T12-219",174,0.12,310.87,2.4939736,FALSE,24.24,NA,310.87,2.49,24,12.95,1.14,24.8,0.04,"No",3.654086014,"1906",2019,5.6875,3.07917,2.60833,14.3,-0.2,14.5,0,0,0,18.54583,-0.38333,18.92917,26,-1.5,27.5,12.5,1.1,11.4,79.30833,6.80417,72.50417,96.2,4.2,92,60.8,9,51.8,35.4,40.2,51.7,16.1,21.7,3.87823,-1.27062,5.14885,9.12288,-1.73746,10.86034,0.38958,-0.51672,2.7,25,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.60417,1.075,13.52917,18.3,-0.3,18.6,11.7,3,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","12","1906","Burkard",NA,"Plate 20",220,2019-08-08,"T12-220",76,0.04,848.16,2.928989528,FALSE,20.97,NA,848.16,2.93,24,35.34,1.56,25.76,0.02,"No",2.4939736,"1906",2019,0,-5.6875,5.6875,0,-14.3,14.3,0,0,0,21.17083,2.625,18.54583,30.1,4.1,26,13.3,0.8,12.5,70.46667,-8.84167,79.30833,88.9,-7.3,96.2,52.3,-8.5,60.8,36.6,35.4,40.2,8,14.2,6.32911,2.45088,3.87823,14.57661,5.45374,9.12288,1.21885,0.82927,0,2.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.275,0.67083,14.60417,19.8,1.5,18.3,10.8,-0.9,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","12","1906","Burkard",NA,"Plate 20",221,2019-08-09,"T12-221",157,0.17,355.54,2.55210826,FALSE,39.34,NA,355.54,2.55,24,14.81,1.2,40,0,"No",2.928989528,"1906",2019,0.73333,0.73333,0,9,9,0,0,0,0,17.55,-3.62083,21.17083,24,-6.1,30.1,11.6,-1.7,13.3,72.7,2.23333,70.46667,92,3.1,88.9,57.7,5.4,52.3,34.3,36.6,35.4,11.3,20.6,4.1706,-2.15851,6.32911,8.54132,-6.03529,14.57661,0.84616,-0.37269,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.41667,-2.85833,15.275,16.4,-3.4,19.8,9.9,-0.9,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","12","1906","Burkard",NA,"Plate 20",222,2019-08-10,"T12-222",58,0.07,1020.68,3.009314892,FALSE,42.04,NA,1020.68,3.01,24,42.53,1.64,38.1,0.64,"No",2.55210826,"1906",2019,5.45833,4.725,0.73333,13.8,4.8,9,0,0,0,14.34583,-3.20417,17.55,17.4,-6.6,24,12.3,0.7,11.6,80.01667,7.31667,72.7,91.4,-0.6,92,63.8,6.1,57.7,27.6,34.3,36.6,9.3,13.6,2.40008,-1.77051,4.1706,5.00751,-3.53381,8.54132,0.86533,0.01916,2.6,0,1,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.84167,-1.575,12.41667,11.7,-4.7,16.4,10.3,0.4,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","12","1906","Burkard",NA,"Plate 20",223,2019-08-11,"T12-223",189,0.03,268.88,2.431170701,FALSE,4.8,NA,268.88,2.43,24,11.2,1.09,40,0,"No",3.009314892,"1906",2019,0.52917,-4.92917,5.45833,12.7,-1.1,13.8,0,0,0,16.39167,2.04583,14.34583,20.8,3.4,17.4,12.6,0.3,12.3,81.42917,1.4125,80.01667,92.8,1.4,91.4,71,7.2,63.8,21.8,27.6,34.3,12.6,17.9,2.58813,0.18804,2.40008,4.8983,-0.10921,5.00751,0.80555,-0.05978,6,2.6,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.13333,2.29167,10.84167,15.9,4.2,11.7,9.8,-0.5,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","12","1906","Burkard",NA,"Plate 20",224,2019-08-12,"T12-224",311,0.1,86.43,1.941660478,FALSE,5.69,NA,86.43,1.94,24,3.6,0.66,40,0,"No",2.431170701,"1906",2019,7.20417,6.675,0.52917,13.6,0.9,12.7,0,0,0,15.05,-1.34167,16.39167,18.9,-1.9,20.8,12.5,-0.1,12.6,89.15417,7.725,81.42917,99.1,6.3,92.8,71.7,0.7,71,27.4,21.8,27.6,8.4,10.2,1.41584,-1.17229,2.58813,4.29889,-0.59941,4.8983,0.10069,-0.70485,2.9,6,1,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.18333,0.05,13.13333,14.1,-1.8,15.9,11,1.2,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","12","1906","Burkard",NA,"Plate 20",225,2019-08-13,"T12-225",64,0.19,958.19,2.981904642,FALSE,115.93,NA,958.19,2.98,24,39.92,1.61,40,0,"No",1.941660478,"1906",2019,0.78333,-6.42083,7.20417,3.2,-10.4,13.6,0,0,0,16.7875,1.7375,15.05,23.7,4.8,18.9,12.4,-0.1,12.5,81.14583,-8.00833,89.15417,97.6,-1.5,99.1,61.6,-10.1,71.7,36,27.4,21.8,10.6,16.2,3.10237,1.68653,1.41584,7.87049,3.5716,4.29889,0.24759,0.1469,0,2.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.25417,0.07083,13.18333,16,1.9,14.1,10.4,-0.6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","12","1906","Burkard",NA,"Plate 20",226,2019-08-14,"T12-226",174,0.07,309.75,2.492411137,FALSE,14.3,NA,309.75,2.49,24,12.91,1.14,40,0,"No",2.981904642,"1906",2019,5.32917,4.54583,0.78333,13.7,10.5,3.2,0,0,0,17.29583,0.50833,16.7875,26.8,3.1,23.7,9.6,-2.8,12.4,78.54583,-2.6,81.14583,95.9,-1.7,97.6,54.4,-7.2,61.6,41.5,36,27.4,13.2,19.9,3.7567,0.65434,3.10237,11.3412,3.4707,7.87049,0.42297,0.17538,2.2,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2125,-0.04167,13.25417,18,2,16,8.4,-2,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","12","1906","Burkard",NA,"Plate 20",227,2019-08-15,"T12-227",60,0.03,998,2.999565488,FALSE,20.33,NA,998,3,24,41.58,1.63,40,0,"No",2.492411137,"1906",2019,0,-5.32917,5.32917,0,-13.7,13.7,0,0,0,18.64167,1.34583,17.29583,27.5,0.7,26.8,10.3,0.7,9.6,67.8875,-10.65833,78.54583,89.1,-6.8,95.9,44.4,-10,54.4,44.7,41.5,36,12.7,21.6,6.28071,2.52401,3.7567,14.16001,2.81881,11.3412,0.98635,0.56338,0,2.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9875,-1.225,13.2125,15.4,-2.6,18,8.3,-0.1,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","12","1906","Burkard",NA,"Plate 20",228,2019-08-16,"T12-228",132,0.05,445.48,2.64980201,FALSE,13.44,NA,445.48,2.65,24,18.56,1.29,40,0,"No",2.999565488,"1906",2019,5.79583,5.79583,0,13.6,13.6,0,0,0,0,13.37917,-5.2625,18.64167,18,-9.5,27.5,10.5,0.2,10.3,82.09583,14.20833,67.8875,90.5,1.4,89.1,73.5,29.1,44.4,17,44.7,41.5,11,17,1.95855,-4.32216,6.28071,3.77687,-10.38314,14.16001,1.04316,0.05681,4.9,0,1,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.36667,-1.62083,11.9875,13.4,-2,15.4,7.6,-0.7,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","12","1906","Burkard",NA,"Plate 20",229,2019-08-17,"T12-229",128,0.2,463.65,2.667125941,FALSE,60.2,NA,463.65,2.67,24,19.32,1.31,40,0,"No",2.64980201,"1906",2019,5.07917,-0.71667,5.79583,13.5,-0.1,13.6,0,0,0,13.8375,0.45833,13.37917,20.6,2.6,18,8.9,-1.6,10.5,73.69167,-8.40417,82.09583,93.4,2.9,90.5,47.5,-26,73.5,45.9,17,44.7,20.2,25.3,3.53613,1.57758,1.95855,8.86761,5.09074,3.77687,0.58983,-0.45333,2,4.9,1,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75417,-1.6125,10.36667,11.5,-1.9,13.4,6.8,-0.8,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","12","1906","Burkard",NA,"Plate 20",230,2019-08-18,"T12-230",70,0.06,912.01,2.960475534,FALSE,32.6,NA,912.01,2.96,24,38,1.59,40,0,"No",2.667125941,"1906",2019,0,-5.07917,5.07917,0,-13.5,13.5,0,0,0,17.4625,3.625,13.8375,27.3,6.7,20.6,8.3,-0.6,8.9,63.84167,-9.85,73.69167,84.1,-9.3,93.4,41.1,-6.4,47.5,43,45.9,17,15.3,26.4,6.7173,3.18117,3.53613,14.9259,6.05829,8.86761,1.25421,0.66438,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,1.04583,8.75417,13.9,2.4,11.5,5.6,-1.2,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","12","1906","Burkard",NA,"Plate 22",231,2019-08-19,"T12-231",9,0.03,3415.18,3.533540746,FALSE,63,NA,3415.18,3.53,24,142.3,2.16,24.82,0.04,"No",2.960475534,"1906",2019,0,0,0,0,0,0,0,0,0,16.425,-1.0375,17.4625,24.5,-2.8,27.3,9.6,1.3,8.3,65.34167,1.5,63.84167,83.6,-0.5,84.1,47.9,6.8,41.1,35.7,43,45.9,16,17.1,5.26421,-1.45309,6.7173,10.97464,-3.95127,14.9259,1.39426,0.14005,0.2,0,1,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.52083,-0.27917,9.8,13.2,-0.7,13.9,6.8,1.2,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","12","1906","Burkard",NA,"Plate 22",232,2019-08-20,"T12-232",312,0.08,62.35,1.801746619,FALSE,3.51,NA,62.35,1.8,24,2.6,0.56,23.66,0.08,"Yes",3.533540746,"1906",2019,1.75,1.75,0,14.2,14.2,0,0,0,0,17.45417,1.02917,16.425,27.5,3,24.5,7.1,-2.5,9.6,64,-1.34167,65.34167,88.1,4.5,83.6,41,-6.9,47.9,47.1,35.7,43,30.9,37.2,6.58755,1.32334,5.26421,15.32918,4.35455,10.97464,0.90985,-0.48441,20.8,0.2,1,20.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.87917,0.35833,9.52083,14.2,1,13.2,5,-1.8,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","12","1906","Burkard",NA,"Plate 22",233,2019-08-21,"T12-233",41,0.11,1193.91,3.077335196,FALSE,92.22,NA,1193.91,3.08,24,49.75,1.71,25.91,0.06,"No",1.801746619,"1906",2019,1.4,-0.35,1.75,13.1,-1.1,14.2,0,0,0,21.32917,3.875,17.45417,31.7,4.2,27.5,11.2,4.1,7.1,52.1625,-11.8375,64,71.1,-17,88.1,33.4,-7.6,41,37.7,47.1,35.7,14.9,18,9.96708,3.37953,6.58755,22.34956,7.02038,15.32918,2.71497,1.80512,0,20.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.70417,0.825,9.87917,16.8,2.6,14.2,6.1,1.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","12","1906","Burkard",NA,"Plate 22",234,2019-08-22,"T12-234",187,0.05,211.96,2.328298038,FALSE,7.12,NA,211.96,2.33,24,8.83,0.99,24.33,0.06,"No",3.077335196,"1906",2019,4.7,3.3,1.4,14.4,1.3,13.1,0,0,0,18.71667,-2.6125,21.32917,22.2,-9.5,31.7,14.4,3.2,11.2,73.72917,21.56667,52.1625,92,20.9,71.1,51,17.6,33.4,41,37.7,47.1,15.6,23.9,4.07556,-5.89152,9.96708,8.80943,-13.54013,22.34956,0.91768,-1.79729,0.9,0,1,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7375,3.03333,10.70417,17.4,0.6,16.8,9.8,3.7,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","12","1906","Burkard",NA,"Plate 22",235,2019-08-23,"T12-235",149,0.11,308.88,2.491193547,FALSE,21.59,NA,308.88,2.49,24,12.87,1.14,25.81,0.12,"No",2.328298038,"1906",2019,2.92083,-1.77917,4.7,11.2,-3.2,14.4,0,0,0,17.34583,-1.37083,18.71667,24.7,2.5,22.2,9.9,-4.5,14.4,76.7625,3.03333,73.72917,98.4,6.4,92,47.1,-3.9,51,51.3,41,37.7,26.9,38.8,4.2661,0.19053,4.07556,11.46886,2.65943,8.80943,0.16609,-0.75158,0.2,0.9,1,0.2,0,0.23682,NA,NA,0.2625,NA,NA,0.184,NA,NA,12.57083,-1.16667,13.7375,16.2,-1.2,17.4,8.9,-0.9,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","12","1906","Burkard",NA,"Plate 22",236,2019-08-24,"T12-236",32,0.12,1472.79,3.168435605,FALSE,123.43,NA,1472.79,3.17,24,61.37,1.79,25.33,0.12,"No",2.491193547,"1906",2019,0.6375,-2.28333,2.92083,14,2.8,11.2,0,0,0,19.7875,2.44167,17.34583,27.6,2.9,24.7,12.2,2.3,9.9,58.62917,-18.13333,76.7625,78.3,-20.1,98.4,36,-11.1,47.1,42.3,51.3,41,22.9,30,7.56005,3.29396,4.2661,14.92841,3.45955,11.46886,2.37984,2.21375,0,0.2,0,0,0,0,-0.23682,0.23682,0,-0.2625,0.2625,0,-0.184,0.184,10.92083,-1.65,12.57083,15.6,-0.6,16.2,8.1,-0.8,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","12","1906","Burkard",NA,"Plate 22",237,2019-08-25,"T12-237",153,0.14,294.06,2.469910338,FALSE,28.76,NA,294.06,2.47,24,12.25,1.12,24,0.1,"No",3.168435605,"1906",2019,8.25833,7.62083,0.6375,14.3,0.3,14,0,0,0,13.65833,-6.12917,19.7875,19.3,-8.3,27.6,7.8,-4.4,12.2,76.6875,18.05833,58.62917,89.9,11.6,78.3,57.6,21.6,36,32.3,42.3,51.3,17,25.4,2.86675,-4.6933,7.56005,6.56247,-8.36595,14.92841,0.76742,-1.61242,0.9,0,1,0.5,0,0,0,0,0,0,0,0,0,0,9.4625,-1.45833,10.92083,12.3,-3.3,15.6,6.1,-2,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","12","1906","Burkard",NA,"Plate 23",238,2019-08-26,"T12-238",18,0.04,2292.6,3.36051768,FALSE,55.24,NA,2292.6,3.36,24,95.53,1.98,24.43,0.07,"Yes",2.469910338,"1906",2019,9.88333,1.625,8.25833,14.4,0.1,14.3,0,0,0,12.825,-0.83333,13.65833,21.5,2.2,19.3,6.8,-1,7.8,72.50417,-4.18333,76.6875,91.6,1.7,89.9,40.2,-17.4,57.6,51.4,32.3,42.3,24,28.4,3.39225,0.5255,2.86675,10.54127,3.97881,6.56247,0.73677,-0.03065,17.3,0.9,1,15.9,0,0,0,0,0,0,0,0,0,0,7.42083,-2.04167,9.4625,12.5,0.2,12.3,3.2,-2.9,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","12","1906","Burkard",NA,"Plate 23",239,2019-08-27,"T12-239",392,0.07,24.62,1.408579125,TRUE,1.07,NA,0,0,24,0,0,22.97,0.02,"No",3.36051768,"1906",2019,5.48333,-4.4,9.88333,13.8,-0.6,14.4,0,0,0,15,2.175,12.825,24.3,2.8,21.5,4.2,-2.6,6.8,55.9875,-16.51667,72.50417,86.6,-5,91.6,28.1,-12.1,40.2,58.5,51.4,32.3,14,27.2,7.33552,3.94327,3.39225,15.29897,4.75769,10.54127,0.81328,0.07651,3.4,17.3,1,2.7,0,0,0,0,0,0,0,0,0,0,4.54583,-2.875,7.42083,10,-2.5,12.5,1.8,-1.4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","07/09","1915","Burkard",NA,NA,189,2019-07-08,NA,NA,NA,584.275,2.767359974,NA,NA,NA,NA,NA,24,24.34479167,3.232573252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","07/09","1915","Burkard",NA,NA,190,2019-07-09,NA,NA,NA,176.685,2.249650767,NA,NA,NA,NA,NA,24,7.361875,2.123682684,NA,NA,NA,2.767359974,"1915",2019,0.85833,NA,NA,10.3,NA,NA,0,NA,NA,18.0125,NA,NA,27.3,NA,NA,10.2,NA,NA,65.10417,NA,NA,85.9,NA,NA,38.5,NA,NA,47.4,NA,NA,11.7,19.8,6.27234,NA,NA,15.42129,NA,NA,1.34124,NA,0,NA,0,0,0,0.40767,NA,NA,0.443,NA,NA,0.349,NA,NA,10.75,NA,NA,13.7,NA,NA,7.3,NA,NA,19.15,NA,NA,29.6,NA,NA,13.5,NA,NA
"290","07/09","1915","Burkard",NA,NA,191,2019-07-10,NA,NA,NA,239.69,2.381458047,NA,NA,NA,NA,NA,24,9.987083333,2.39672034,NA,NA,NA,2.249650767,"1915",2019,0,-0.85833,0.85833,0,-10.3,10.3,0,0,0,20.80833,2.79583,18.0125,29.4,2.1,27.3,12.5,2.3,10.2,54.99167,-10.1125,65.10417,71.8,-14.1,85.9,36.5,-2,38.5,35.3,47.4,NA,7.4,13.6,9.14093,2.86858,6.27234,18.48768,3.06639,15.42129,2.91951,1.57827,0,0,0,0,0,0.31492,-0.09275,0.40767,0.343,-0.1,0.443,0.284,-0.065,0.349,10.875,0.125,10.75,14.6,0.9,13.7,7.2,-0.1,7.3,19.87083,0.72083,19.15,29.8,0.2,29.6,13.8,0.3,13.5
"291","07/09","1915","Burkard",NA,NA,192,2019-07-11,NA,NA,NA,169.36,2.231367631,NA,NA,NA,NA,NA,24,7.056666667,2.086499906,NA,NA,NA,2.381458047,"1915",2019,0,0,0,0,0,0,0,0,0,21.0375,0.22917,20.80833,29,-0.4,29.4,13,0.5,12.5,52.375,-2.61667,54.99167,72.3,0.5,71.8,31.3,-5.2,36.5,41,35.3,47.4,12.5,17.3,9.64986,0.50894,9.14093,19.60109,1.11342,18.48768,3.10082,0.18131,0,0,0,0,0,0.26708,-0.04783,0.31492,0.28,-0.063,0.343,0.249,-0.035,0.284,10.25417,-0.62083,10.875,13.5,-1.1,14.6,6.9,-0.3,7.2,21.8375,1.96667,19.87083,34.8,5,29.8,15.1,1.3,13.8
"292","07/09","1915","Burkard",NA,NA,193,2019-07-12,NA,NA,NA,690.43,2.839748219,NA,NA,NA,NA,NA,24,28.76791667,3.393431192,NA,NA,NA,2.231367631,"1915",2019,0.46667,0.46667,0,11.2,11.2,0,0,0,0,20.90417,-0.13333,21.0375,28.3,-0.7,29,12.4,-0.6,13,54.88333,2.50833,52.375,75.5,3.2,72.3,38.9,7.6,31.3,36.6,41,35.3,10.9,15.8,8.82344,-0.82643,9.64986,16.16354,-3.43755,19.60109,2.48061,-0.62021,15.6,0,1,15.4,0,0.31513,0.04804,0.26708,0.461,0.181,0.28,0.236,-0.013,0.249,11.12083,0.86667,10.25417,17.3,3.8,13.5,7.3,0.4,6.9,20.8375,-1,21.8375,27.3,-7.5,34.8,15.8,0.7,15.1
"293","07/09","1915","Burkard",NA,NA,194,2019-07-13,NA,NA,NA,153.68,2.189434163,NA,NA,NA,NA,NA,24,6.403333333,2.001930349,NA,NA,NA,2.839748219,"1915",2019,1.175,0.70833,0.46667,14.7,3.5,11.2,0,0,0,21.82917,0.925,20.90417,30.2,1.9,28.3,13.5,1.1,12.4,59.19167,4.30833,54.88333,76.6,1.1,75.5,41.1,2.2,38.9,35.5,36.6,41,21.6,22.1,8.70724,-0.1162,8.82344,18.1119,1.94836,16.16354,2.68421,0.2036,20.8,15.6,1,20.8,0,0.35367,0.03854,0.31513,0.461,0,0.461,0.284,0.048,0.236,13.1625,2.04167,11.12083,17.6,0.3,17.3,7.4,0.1,7.3,21.32083,0.48333,20.8375,33.4,6.1,27.3,15.4,-0.4,15.8
"294","07/09","1915","Burkard",NA,NA,195,2019-07-14,NA,NA,NA,1428.565,3.155203907,NA,NA,NA,NA,NA,24,59.52354167,4.103032408,NA,NA,NA,2.189434163,"1915",2019,2.45,1.275,1.175,13.9,-0.8,14.7,0,0,0,20.25,-1.57917,21.82917,30.8,0.6,30.2,13.1,-0.4,13.5,70.61667,11.425,59.19167,92.4,15.8,76.6,47.3,6.2,41.1,45.1,35.5,36.6,7.7,14.2,5.92831,-2.77893,8.70724,16.82372,-1.28818,18.1119,0.86098,-1.82323,0,20.8,0,0,0,0.39867,0.045,0.35367,0.437,-0.024,0.461,0.349,0.065,0.284,14.3375,1.175,13.1625,18.6,1,17.6,10.1,2.7,7.4,20.52917,-0.79167,21.32083,30.4,-3,33.4,16,0.6,15.4
