FieldID,Date,Year,Province,SamplerNo,SamplerType,ExtractionGroup,qPCR_Plate,JDay,SampleID,SsCtMean,SsCtSD,SsMean,logSsMean,VolumeSampled,TtCt,TtSD,Water?,logSs_t1,MeanWetness,DiffMeanWet,MeanWet_1d,MaxWetness,DiffMaxWet,MaxWet_1d,MinWetness,DiffMinWet,MinWet_1d,MeanTemp,DiffMeanT,MeanT_1d,MaxTemp,DiffMaxT,MaxT_1d,MinTemp,DiffMinT,MinT_1d,MeanRH,DiffMeanRH,MeanRH_1d,MaxRH,DiffMaxRH,MaxRH_1d,MinRH,DiffMinRH,MinRH_1d,DiffRH_0d,DiffRH_1d,DiffRH_2d,MaxDiffRH_2h,MaxDiffRH_3h,MeanVPD,DiffMeanVPD,MeanVPD_1d,MaxVPD,DiffMaxVPD,MaxVPD_1d,MinVPD,DiffMinVPD,MinVPD_1d,TotalPrecip,Precip_1d,RainYN,MaxRain,MinRain,MeanWC,DiffMeanWC,MeanWC_1d,MaxWC,DiffMaxWC,MaxWC_1d,MinWC,DiffMinWC,MinWC_1d,MeanDP,DiffMeanDP,MeanDP_1d,MaxDP,DiffMaxDP,MaxDP_1d,MinDP,DiffMinDP,MinDP_1d,MeanSoilTemp,DiffMeanSoilT,MeanSoilT_1d,MaxSoilTemp,DiffMaxSoilT,MaxSoilT_1d,MinSoilTemp,DiffMinSoilT,MinSoilT_1d
2001,2020-08-08,2020,Alberta,11,Burkard,NA,NA,221,T11-221,26.64,0.053,2945,3.469,NA,26.66,0.005,NA,2.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.42916667,0.34583,16.08333,24,2.2,21.8,9.7,-2.3,12,56.9875,-7.9625,64.95,76.5,-7,83.5,36.6,-10.1,46.7,39.9,36.8,43.1,14.5,21.7,6.52937665,1.71634,4.81304,12.99450947,3.58975,9.40475,2.121591918,0.14436,1.97723,0.2,12.1,1,0.2,0,0.204166667,0.14538,0.05879,0.28,-0.017,0.297,0.136,0.091,0.045,7.329166667,-1.90833,9.2375,9.6,-2.7,12.3,4.3,-0.9,5.2,15.325,-1.60833,16.93333,18.8,-3.5,22.3,12.5,-0.8,13.3
2001,2020-08-09,2020,Alberta,11,Burkard,NA,NA,222,T11-222,29.99,0.074,263,2.421,NA,26.85,0.023,NA,3.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.375,-1.05417,16.42917,23.4,-0.6,24,7.7,-2,9.7,62.5625,5.575,56.9875,89.7,13.2,76.5,36.8,0.2,36.6,52.9,39.9,36.8,14.6,24.6,5.597672261,-0.9317,6.52938,12.55554448,-0.43896,12.99451,0.88114503,-1.24045,2.12159,11,0.2,1,10.6,0,0.184375,-0.01979,0.20417,0.343,0.063,0.28,0.102,-0.034,0.136,7.4125,0.08333,7.32917,10.2,0.6,9.6,2.7,-1.6,4.3,15.52916667,0.20417,15.325,20.2,1.4,18.8,11.6,-0.9,12.5
2001,2020-08-10,2020,Alberta,11,Burkard,NA,NA,223,T11-223,30.00,0.016,260,2.417,NA,27.17,0.04,NA,2.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.77916667,2.40417,15.375,27.8,4.4,23.4,7.6,-0.1,7.7,53.03333333,-9.52917,62.5625,69.7,-20,89.7,38.5,1.7,36.8,31.2,52.9,39.9,11.4,19.8,8.106674572,2.509,5.59767,15.67184202,3.1163,12.55554,2.287937532,1.40679,0.88115,0,11,0,0,0,0.192333333,0.00796,0.18438,0.24,-0.103,0.343,0.139,0.037,0.102,7.6375,0.225,7.4125,13.3,3.1,10.2,1.3,-1.4,2.7,16.3125,0.78333,15.52917,23.7,3.5,20.2,10.5,-1.1,11.6
2001,2020-08-11,2020,Alberta,11,Burkard,NA,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3625,0.58333,17.77917,28.3,0.5,27.8,9.3,1.7,7.6,61.00833333,7.975,53.03333,83,13.3,69.7,42.6,4.1,38.5,40.4,31.2,52.9,16.4,18.3,6.897502591,-1.20917,8.10667,15.26730232,-0.40454,15.67184,1.557664217,-0.73027,2.28794,11.4,0,1,11.4,0,0.212458333,0.02013,0.19233,0.307,0.067,0.24,0.136,-0.003,0.139,10.24583333,2.60833,7.6375,15.6,2.3,13.3,5.4,4.1,1.3,17.17916667,0.86667,16.3125,23.1,-0.6,23.7,12.6,2.1,10.5
2001,2020-08-12,2020,Alberta,11,Burkard,NA,NA,225,T11-225,27.59,0.076,1494,3.175,NA,26.76,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5375,-1.825,18.3625,21.6,-6.7,28.3,12,2.7,9.3,60.32916667,-0.67917,61.00833,74.3,-8.7,83,45.4,2.8,42.6,28.9,40.4,31.2,14.6,23.5,5.324895213,-1.57261,6.8975,8.25435431,-7.01295,15.2673,2.735321694,1.17766,1.55766,0,11.4,0,0,0,0.1715,-0.04096,0.21246,0.201,-0.106,0.307,0.146,0.01,0.136,8.716666667,-1.52917,10.24583,12.5,-3.1,15.6,3.4,-2,5.4,16.375,-0.80417,17.17917,19.4,-3.7,23.1,13.8,1.2,12.6
2001,2020-08-13,2020,Alberta,11,Burkard,NA,NA,226,T11-226,26.42,0.018,3470,3.54,NA,26.74,0.243,NA,3.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.00833333,-0.52917,16.5375,25.2,3.6,21.6,8.3,-3.7,12,51.35416667,-8.975,60.32917,76.5,2.2,74.3,29.2,-16.2,45.4,47.3,28.9,40.4,13,17.6,7.281661912,1.95677,5.3249,15.93530454,7.68095,8.25435,1.84217968,-0.89314,2.73532,0,0,0,0,0,0.109458333,-0.06204,0.1715,0.149,-0.052,0.201,0.072,-0.074,0.146,5.266666667,-3.45,8.71667,8.8,-3.7,12.5,2.3,-1.1,3.4,15.6,-0.775,16.375,22.9,3.5,19.4,10.6,-3.2,13.8
2001,2020-08-14,2020,Alberta,11,Burkard,NA,NA,227,T11-227,27.07,0.055,2169,3.336,NA,27.15,0.028,NA,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.07083333,0.0625,16.00833,25.9,0.7,25.2,6.3,-2,8.3,52.62083333,1.26667,51.35417,74.8,-1.7,76.5,28.7,-0.5,29.2,46.1,47.3,28.9,18.6,21.1,7.425012964,0.14335,7.28166,16.76446362,0.82916,15.9353,1.810166903,-0.03201,1.84218,11.3,0,1,6.3,0,0.096541667,-0.01292,0.10946,0.302,0.153,0.149,0.062,-0.01,0.072,5.583333333,0.31667,5.26667,10.4,1.6,8.8,0.9,-1.4,2.3,16.475,0.875,15.6,25.4,2.5,22.9,10.2,-0.4,10.6
2001,2020-08-15,2020,Alberta,11,Burkard,NA,NA,228,T11-228,25.33,0.017,7604,3.881,NA,26.98,0.007,NA,3.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.06666667,2.99583,16.07083,29.9,4,25.9,9,2.7,6.3,55.25833333,2.6375,52.62083,76.5,1.7,74.8,37.8,9.1,28.7,38.7,46.1,47.3,15.2,23.6,8.495758903,1.07075,7.42501,18.77188099,2.00742,16.76446,1.924442816,0.11428,1.81017,0,11.3,0,0,0,0.225666667,0.12913,0.09654,0.28,-0.022,0.302,0.17,0.108,0.062,9.341666667,3.75833,5.58333,14,3.6,10.4,4.2,3.3,0.9,17.60416667,1.12917,16.475,25.6,0.2,25.4,12.2,2,10.2
2001,2020-08-16,2020,Alberta,11,Burkard,NA,NA,229,T11-229,25.19,0.028,8432,3.926,NA,26.8,0.023,NA,3.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7375,1.67083,19.06667,33.8,3.9,29.9,8.8,-0.2,9,57.77083333,2.5125,55.25833,79.2,2.7,76.5,31.5,-6.3,37.8,47.7,38.7,46.1,12.3,18.7,10.23657959,1.74082,8.49576,26.37028488,7.5984,18.77188,1.733022887,-0.19142,1.92444,0,0,0,0,0,0.137125,-0.08854,0.22567,0.179,-0.101,0.28,0.082,-0.088,0.17,11.2375,1.89583,9.34167,19.7,5.7,14,4.8,0.6,4.2,19.22083333,1.61667,17.60417,29,3.4,25.6,12.6,0.4,12.2
2001,2020-08-17,2020,Alberta,11,Burkard,NA,NA,230,T11-230,25.95,0.057,4851,3.686,NA,26.79,0.013,NA,3.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.86666667,2.12917,20.7375,35.7,1.9,33.8,8.7,-0.1,8.8,53.39166667,-4.37917,57.77083,81.3,2.1,79.2,28.7,-2.8,31.5,52.6,47.7,38.7,12,19.4,12.74897969,2.5124,10.23658,30.52046327,4.15018,26.37028,1.599748744,-0.13327,1.73302,0,0,0,0,0,0.073208333,-0.06392,0.13713,0.086,-0.093,0.179,0.062,-0.02,0.082,11.90833333,0.67083,11.2375,18,-1.7,19.7,5.3,0.5,4.8,20.85,1.62917,19.22083,31.2,2.2,29,13.7,1.1,12.6
2001,2020-08-18,2020,Alberta,11,Burkard,NA,NA,231,T11-231,23.10,0.038,38199,4.582,NA,26.78,0.018,NA,3.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.83333333,1.96667,22.86667,35.2,-0.5,35.7,13.9,5.2,8.7,53.2625,-0.12917,53.39167,82.3,1,81.3,25.7,-3,28.7,56.6,52.6,47.7,13.3,24.7,13.46819258,0.71921,12.74898,31.21469601,0.69423,30.52046,1.967984058,0.36824,1.59975,0,0,0,0,0,0.058833333,-0.01438,0.07321,0.062,-0.024,0.086,0.052,-0.01,0.062,13.35,1.44167,11.90833,18,0,18,10.2,4.9,5.3,23.10416667,2.25417,20.85,33,1.8,31.2,16.3,2.6,13.7
2001,2020-08-19,2020,Alberta,11,Burkard,NA,NA,232,T11-232,23.38,0.265,31535,4.499,NA,26.9,0.041,NA,4.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1625,-1.67083,24.83333,35.2,0,35.2,13.9,0,13.9,50.32083333,-2.94167,53.2625,72.2,-10.1,82.3,28.1,2.4,25.7,44.1,56.6,52.6,13.6,21.1,11.99524115,-1.47295,13.46819,29.64612196,-1.56857,31.2147,3.090958011,1.12297,1.96798,0,0,0,0,0,0.050625,-0.00821,0.05883,0.054,-0.008,0.062,0.048,-0.004,0.052,11.6,-1.75,13.35,16.2,-1.8,18,7.8,-2.4,10.2,22.9,-0.20417,23.10417,35.1,2.1,33,16.7,0.4,16.3
2001,2020-08-20,2020,Alberta,11,Burkard,NA,NA,233,T11-233,26.62,0.084,2999,3.477,NA,26.83,0.044,NA,4.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.72083333,-2.44167,23.1625,31,-4.2,35.2,12.8,-1.1,13.9,57.21666667,6.89583,50.32083,83.8,11.6,72.2,32.4,4.3,28.1,51.4,44.1,56.6,11.9,23.3,8.414493063,-3.58075,11.99524,21.85137921,-7.79474,29.64612,1.965664391,-1.12529,3.09096,11.6,0,1,11.6,0,0.201833333,0.15121,0.05063,0.258,0.204,0.054,0.046,-0.002,0.048,11.28333333,-0.31667,11.6,18.2,2,16.2,7.3,-0.5,7.8,19.275,-3.625,22.9,26.4,-8.7,35.1,15.6,-1.1,16.7
2004,2020-07-15,2020,Alberta,07,Burkard,NA,NA,197,T07-197,28.34,0.078,678,2.832,NA,27.35,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.40833333,2.4375,14.97083,26.1,3.7,22.4,7.2,2.5,4.7,65.2875,0.5125,64.775,85,-0.4,85.4,43.1,0.4,42.7,41.9,42.7,54.3,11.8,19,6.072112375,0.76118,5.31093,13.49907641,2.67004,10.82903,1.185671523,0.24249,0.94318,0,10.6,0,0,0,0.212958333,0.04737,0.16558,0.236,-0.107,0.343,0.187,0.111,0.076,10.29166667,2.48333,7.80833,14.1,2.2,11.9,4.6,2.3,2.3,17.84583333,1.14167,16.70417,25,0.2,24.8,11.6,1.7,9.9
2004,2020-07-16,2020,Alberta,07,Burkard,NA,NA,198,T07-198,30.09,1.256,242,2.386,NA,37.53,0.974,NA,2.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.49166667,3.08333,17.40833,29.9,3.8,26.1,10.1,2.9,7.2,66.37083333,1.08333,65.2875,88.5,3.5,85,44.9,1.8,43.1,43.6,41.9,42.7,13.9,22.7,7.359171234,1.28706,6.07211,16.26695153,2.76788,13.49908,1.040643315,-0.14503,1.18567,0,0,0,0,0,0.168708333,-0.04425,0.21296,0.187,-0.049,0.236,0.146,-0.041,0.187,13.4375,3.14583,10.29167,17.2,3.1,14.1,8.1,3.5,4.6,21.14166667,3.29583,17.84583,33.9,8.9,25,13.3,1.7,11.6
2004,2020-07-17,2020,Alberta,07,Burkard,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.94166667,-1.55,20.49167,25.7,-4.2,29.9,12.2,2.1,10.1,72.34166667,5.97083,66.37083,89.9,1.4,88.5,50.4,5.5,44.9,39.5,43.6,41.9,21,31.4,4.892359572,-2.46681,7.35917,10.66739677,-5.59955,16.26695,1.095287058,0.05464,1.04064,0.9,0,1,0.5,0,0.137166667,-0.03154,0.16871,0.146,-0.041,0.187,0.129,-0.017,0.146,13.52916667,0.09167,13.4375,16.1,-1.1,17.2,10.4,2.3,8.1,20.71666667,-0.425,21.14167,28,-5.9,33.9,16.1,2.8,13.3
2004,2020-07-18,2020,Alberta,07,Burkard,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.61666667,-1.325,18.94167,25,-0.7,25.7,10.3,-1.9,12.2,72.6125,0.27083,72.34167,96.2,6.3,89.9,45.9,-4.5,50.4,50.3,39.5,43.6,20.8,29.4,4.95927316,0.06691,4.89236,11.86991211,1.20252,10.6674,0.337486464,-0.7578,1.09529,3.1,0.9,1,2.7,0,0.165916667,0.02875,0.13717,0.179,0.033,0.146,0.122,-0.007,0.129,11.99166667,-1.5375,13.52917,14.2,-1.9,16.1,9.6,-0.8,10.4,18.3,-2.41667,20.71667,25.1,-2.9,28,13.2,-2.9,16.1
2004,2020-07-19,2020,Alberta,07,Burkard,NA,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.82083333,1.20417,17.61667,26.2,1.2,25,12.7,2.4,10.3,69.8,-2.8125,72.6125,85.4,-10.8,96.2,47.4,1.5,45.9,38,50.3,39.5,19.9,31.4,5.539489435,0.58022,4.95927,12.44504035,0.57513,11.86991,1.506176901,1.16869,0.33749,13.2,3.1,1,13.2,0,0.181916667,0.016,0.16592,0.372,0.193,0.179,0.152,0.03,0.122,12.725,0.73333,11.99167,16.3,2.1,14.2,10.3,0.7,9.6,19.81666667,1.51667,18.3,28,2.9,25.1,15.1,1.9,13.2
2004,2020-07-20,2020,Alberta,07,Burkard,NA,NA,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.97916667,-0.84167,18.82083,23.6,-2.6,26.2,11.4,-1.3,12.7,79.475,9.675,69.8,96.5,11.1,85.4,57.6,10.2,47.4,38.9,38,50.3,9.7,14.9,3.565174964,-1.97431,5.53949,8.529139016,-3.9159,12.44504,0.332932014,-1.17324,1.50618,3.1,13.2,1,2.7,0,0.324375,0.14246,0.18192,0.402,0.03,0.372,0.275,0.123,0.152,14.1,1.375,12.725,16.6,0.3,16.3,10.8,0.5,10.3,19.1125,-0.70417,19.81667,24.4,-3.6,28,14.7,-0.4,15.1
2004,2020-07-21,2020,Alberta,07,Burkard,NA,NA,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.49166667,1.5125,17.97917,29,5.4,23.6,9.9,-1.5,11.4,76.81666667,-2.65833,79.475,94,-2.5,96.5,57.2,-0.4,57.6,36.8,38.9,38,12.6,19.8,4.930291909,1.3651199999999999,3.56517,12.21145152,3.68231,8.52914,0.532873365,0.19994,0.33293,13.9,3.1,1,13.9,0,0.322666667,-0.00171,0.32438,0.507,0.105,0.402,0.262,-0.013,0.275,14.9625,0.8625,14.1,21.2,4.6,16.6,8.7,-2.1,10.8,19.65416667,0.54167,19.1125,25,0.6,24.4,14,-0.7,14.7
2004,2020-07-22,2020,Alberta,07,Burkard,NA,NA,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0375,3.54583,19.49167,32.2,3.2,29,13.7,3.8,9.9,70.56666667,-6.25,76.81667,87.1,-6.9,94,45.7,-11.5,57.2,41.4,36.8,38.9,16.4,23.8,7.434387889,2.5041,4.93029,17.99590596,5.78445,12.21145,1.416501883,0.88363,0.53287,0,13.9,0,0,0,0.3,-0.02267,0.32267,0.331,-0.176,0.507,0.271,0.009,0.262,17.00833333,2.04583,14.9625,23.2,2,21.2,11.6,2.9,8.7,21.525,1.87083,19.65417,28,3,25,15.7,1.7,14
2004,2020-07-23,2020,Alberta,07,Burkard,NA,NA,205,T07-205,32.71,0.108,29,1.484,NA,28.82,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.52083333,-0.51667,23.0375,31,-1.2,32.2,15.3,1.6,13.7,76.99583333,6.42917,70.56667,97.6,10.5,87.1,62.3,16.6,45.7,35.3,41.4,36.8,12.3,24.1,5.282138107,-2.15225,7.43439,12.1863461,-5.80956,17.99591,0.351170926,-1.06533,1.4165,0,0,0,0,0,0.247083333,-0.05292,0.3,0.266,-0.065,0.331,0.218,-0.053,0.271,18.02916667,1.02083,17.00833,23,-0.2,23.2,13.2,1.6,11.6,21.775,0.25,21.525,27,-1,28,17.8,2.1,15.7
2004,2020-07-24,2020,Alberta,07,Burkard,NA,NA,206,T07-206,30.87,0.144,110,2.047,NA,26.96,0.049,NA,1.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8375,-2.68333,22.52083,28,-3,31,12.2,-3.1,15.3,74.67083333,-2.325,76.99583,98.6,1,97.6,43.6,-18.7,62.3,55,35.3,41.4,17.4,28.6,5.317691363,0.03555,5.28214,14.39439738,2.20805,12.18635,0.166721303,-0.18445,0.35117,13.6,0,1,12.6,0,0.231,-0.01608,0.24708,0.414,0.148,0.266,0.166,-0.052,0.218,14.525,-3.50417,18.02917,17.8,-5.2,23,10.1,-3.1,13.2,20.17916667,-1.59583,21.775,26.9,-0.1,27,16,-1.8,17.8
2004,2020-07-25,2020,Alberta,07,Burkard,NA,NA,207,T07-207,29.57,0.099,281,2.451,NA,27.37,0.369,NA,2.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.66666667,-4.17083,19.8375,24.2,-3.8,28,6.7,-5.5,12.2,72.77916667,-1.89167,74.67083,93.4,-5.2,98.6,49,5.4,43.6,44.4,55,35.3,15.6,20.5,4.261957952,-1.05573,5.31769,10.784325,-3.61007,14.3944,0.539151488,0.37243,0.16672,0,13.6,0,0,0,0.331125,0.10013,0.231,0.372,-0.042,0.414,0.293,0.127,0.166,10.33333333,-4.19167,14.525,13.2,-4.6,17.8,5.6,-4.5,10.1,17.525,-2.65417,20.17917,22.6,-4.3,26.9,12.7,-3.3,16
2004,2020-07-26,2020,Alberta,07,Burkard,NA,NA,208,T07-208,31.62,0.126,64,1.815,NA,29.15,0.197,NA,2.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.20416667,2.5375,15.66667,26.5,2.3,24.2,7.9,1.2,6.7,69.08333333,-3.69583,72.77917,87.8,-5.6,93.4,49.6,0.6,49,38.2,44.4,55,12.8,23.2,5.80594596,1.54399,4.26196,11.85033614,1.06601,10.78432,0.986306984,0.44716,0.53915,0,0,0,0,0,0.274708333,-0.05642,0.33113,0.297,-0.075,0.372,0.24,-0.053,0.293,11.99166667,1.65833,10.33333,16.3,3.1,13.2,5.9,0.3,5.6,18.72083333,1.19583,17.525,25.7,3.1,22.6,12.9,0.2,12.7
2004,2020-07-27,2020,Alberta,07,Burkard,NA,NA,209,T07-209,29.80,0.071,238,2.378,NA,28.56,0.322,NA,1.815,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.83333333,1.62917,18.20417,30.2,3.7,26.5,8.6,0.7,7.9,66.0375,-3.04583,69.08333,90.7,2.9,87.8,40.4,-9.2,49.6,50.3,38.2,44.4,12.4,23.7,7.620207871,1.81426,5.80595,18.23490044,6.38456,11.85034,0.752140948,-0.23417,0.98631,0,0,0,0,0,0.221791667,-0.05292,0.27471,0.258,-0.039,0.297,0.179,-0.061,0.24,12.54166667,0.55,11.99167,18.1,1.8,16.3,6.6,0.7,5.9,19.65833333,0.9375,18.72083,27.5,1.8,25.7,13.1,0.2,12.9
2004,2020-07-28,2020,Alberta,07,Burkard,NA,NA,210,T07-210,32.63,0.149,31,1.509,NA,28.66,0.196,NA,2.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.94583333,3.1125,19.83333,33.4,3.2,30.2,15.1,6.5,8.6,62.525,-3.5125,66.0375,81.6,-9.1,90.7,50.2,9.8,40.4,31.4,50.3,38.2,15.6,21.3,8.274562524,0.65435,7.62021,17.45964767,-0.77525,18.2349,2.52941923,1.77728,0.75214,14.7,0,1,14.7,0,0.207833333,-0.01396,0.22179,0.42,0.162,0.258,0.142,-0.037,0.179,15.20416667,2.6625,12.54167,23.8,5.7,18.1,7.8,1.2,6.6,21.41666667,1.75833,19.65833,28.9,1.4,27.5,15.5,2.4,13.1
2004,2020-07-29,2020,Alberta,07,Burkard,NA,NA,211,T07-211,27.08,0.026,1679,3.225,NA,27.27,0.248,NA,1.509,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.34166667,-0.60417,22.94583,31.7,-1.7,33.4,12.9,-2.2,15.1,79.14583333,16.62083,62.525,87.1,5.5,81.6,68.4,18.2,50.2,18.7,31.4,50.3,5.8,8.4,4.618625885,-3.65594,8.27456,10.23170027,-7.22795,17.45965,1.368406998,-1.16101,2.52942,0,14.7,0,0,0,0.34125,0.13342,0.20783,0.378,-0.042,0.42,0.302,0.16,0.142,18.47083333,3.26667,15.20417,25.9,2.1,23.8,10.6,2.8,7.8,22.15,0.73333,21.41667,28.8,-0.1,28.9,16.5,1,15.5
2004,2020-07-30,2020,Alberta,07,Burkard,NA,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.45,0.10833,22.34167,33.2,1.5,31.7,13,0.1,12.9,77.625,-1.52083,79.14583,95.1,8,87.1,52.6,-15.8,68.4,42.5,18.7,31.4,16.7,27.5,5.649957493,1.03133,4.61863,16.05645089,5.82475,10.2317,0.551652072,-0.81675,1.36841,0,0,0,0,0,0.281583333,-0.05967,0.34125,0.313,-0.065,0.378,0.236,-0.066,0.302,18.00416667,-0.46667,18.47083,24.7,-1.2,25.9,12,1.4,10.6,22.29583333,0.14583,22.15,29.9,1.1,28.8,17,0.5,16.5
2004,2020-07-31,2020,Alberta,07,Burkard,NA,NA,213,T07-213,30.56,0.232,139,2.147,NA,28.24,0.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.29166667,1.84167,22.45,31.7,-1.5,33.2,16.4,3.4,13,70.63333333,-6.99167,77.625,97.3,2.2,95.1,47.6,-5,52.6,49.7,42.5,18.7,13.6,20,7.67782733,2.02787,5.64996,16.71515391,0.6587,16.05645,0.366560693,-0.18509,0.55165,0,0,0,0,0,0.191375,-0.09021,0.28158,0.231,-0.082,0.313,0.139,-0.097,0.236,18.0625,0.05833,18.00417,23.4,-1.3,24.7,14.2,2.2,12,22.8,0.50417,22.29583,28,-1.9,29.9,18.4,1.4,17
2004,2020-08-01,2020,Alberta,07,Burkard,NA,NA,214,T07-214,30.59,0.38,138,2.143,NA,27.57,0.262,NA,2.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.09583333,-0.19583,24.29167,32,0.3,31.7,17.8,1.4,16.4,60.97083333,-9.6625,70.63333,75.3,-22,97.3,46.1,-1.5,47.6,29.2,49.7,42.5,13.3,15.9,9.158775048,1.48095,7.67783,17.54715259,0.832,16.71515,3.547096217,3.18054,0.36656,13.2,0,1,13.2,0,0.148958333,-0.04242,0.19138,0.414,0.183,0.231,0.086,-0.053,0.139,15.8625,-2.2,18.0625,19.9,-3.5,23.4,11.6,-2.6,14.2,23.1,0.3,22.8,29.5,1.5,28,18.5,0.1,18.4
2004,2020-08-02,2020,Alberta,07,Burkard,NA,NA,215,T07-215,29.70,0.098,256,2.41,NA,27.83,0.25,NA,2.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.06666667,-0.02917,24.09583,31.4,-0.6,32,17,-0.8,17.8,61.2875,0.31667,60.97083,79.2,3.9,75.3,48.5,2.4,46.1,30.7,29.2,49.7,9.5,9.7,8.994157885,-0.16462,9.15878,15.89793207,-1.64922,17.54715,2.841553884,-0.70554,3.5471,0.2,13.2,1,0.2,0,0.301291667,0.15233,0.14896,0.361,-0.053,0.414,0.214,0.128,0.086,15.90833333,0.04583,15.8625,20.7,0.8,19.9,11.7,0.1,11.6,21.9125,-1.1875,23.1,28.5,-1,29.5,17.5,-1,18.5
2004,2020-08-03,2020,Alberta,07,Burkard,NA,NA,216,T07-216,35.70,1.895,5,0.799,NA,27.33,0.113,NA,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.65,-2.41667,24.06667,28.7,-2.7,31.4,12.8,-4.2,17,59.21666667,-2.07083,61.2875,77,-2.2,79.2,46.2,-2.3,48.5,30.8,30.7,29.2,15.6,16.6,7.827260755,-1.1669,8.99416,14.06564818,-1.83228,15.89793,2.387599037,-0.45395,2.84155,0,0.2,0,0,0,0.1725,-0.12879,0.30129,0.214,-0.147,0.361,0.136,-0.078,0.214,13.20833333,-2.7,15.90833,18.7,-2,20.7,8.9,-2.8,11.7,19.90833333,-2.00417,21.9125,24.6,-3.9,28.5,16.3,-1.2,17.5
2004,2020-08-04,2020,Alberta,07,Burkard,NA,NA,217,T07-217,34.06,0.518,14,1.172,NA,28.17,0.071,NA,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.32083333,-2.32917,21.65,27.8,-0.9,28.7,9.8,-3,12.8,70.65833333,11.44167,59.21667,94.8,17.8,77,44.1,-2.1,46.2,50.7,30.8,30.7,14.5,26.3,6.257998779,-1.56926,7.82726,14.79824272,0.73259,14.06565,0.50399027,-1.88361,2.3876,14.6,0,1,14.4,0,0.286791667,0.11429,0.1725,0.521,0.307,0.214,0.129,-0.007,0.136,13.13333333,-0.075,13.20833,18.5,-0.2,18.7,8.7,-0.2,8.9,19.01666667,-0.89167,19.90833,25.2,0.6,24.6,13.8,-2.5,16.3
2004,2020-08-05,2020,Alberta,07,Burkard,NA,NA,218,T07-218,32.10,0.014,54,1.743,NA,28.74,0.16,NA,1.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.125,1.80417,19.32083,31.1,3.3,27.8,9.6,-0.2,9.8,59.4125,-11.24583,70.65833,84.8,-10,94.8,32.8,-11.3,44.1,52,50.7,30.8,11.1,18.4,9.54516155,3.28716,6.258,21.85807254,7.05983,14.79824,1.292240439,0.78825,0.50399,0,14.6,0,0,0,0.2905,0.00371,0.28679,0.331,-0.19,0.521,0.231,0.102,0.129,11.975,-1.15833,13.13333,16,-2.5,18.5,7.2,-1.5,8.7,20.16666667,1.15,19.01667,27.9,2.7,25.2,14.4,0.6,13.8
